movie_id,movie_title_year,year
0022958,Grand Hotel (1932),1932
0023158,Love Me Tonight (1932),1932
0023194,The Mask of Fu Manchu (1932),1932
0023238,The Most Dangerous Game (1932),1932
0023249,Murders in the Rue Morgue (1932),1932
0023251,The Music Box (1932),1932
0023266,Night After Night (1932),1932
0023305,One Way Passage (1932),1932
0023349,Polly of the Circus (1932),1932
0023427,Scarface (1932),1932
0023563,Das Testament des Dr. Mabuse (1933),1933
0023634,Otona no miru ehon - Umarete wa mita keredo (1932),1932
0023642,Union Depot (1932),1932
0023649,Vampyr (1932),1932
0023685,The Wet Parade (1932),1932
0023694,White Zombie (1932),1932
0023817,Blondie Johnson (1933),1933
0023876,Cavalcade (1933),1933
0023902,El compadre Mendoza (1934),1934
0023937,Dekigokoro (1933),1933
0023969,Duck Soup (1933),1933
0024092,Havana Widows (1933),1933
0024166,I'm No Angel (1933),1933
0024184,The Invisible Man (1933),1933
0024188,Island of Lost Souls (1932),1932
0024216,King Kong (1933),1933
0024353,Morning Glory (1933),1933
0024660,Three Little Pigs (1933),1933
0024803,Zéro de conduite: Jeunes diables au collège (1933),1933
0024831,Anne of Green Gables (1934),1934
0024844,L'Atalante (1934),1934
0024894,The Black Cat (1934),1934
0025132,Forsaking All Others (1934),1934
0025263,Hollywood Party (1934),1934
0025290,I've Got Your Number (1934),1934
0025316,It Happened One Night (1934),1934
0025330,Jimmy the Gent (1934),1934
0025409,The Little Minister (1934),1934
0025452,The Man Who Knew Too Much (1934),1934
0025456,Man of Aran (1934),1934
0025461,Mandalay (1934),1934
0025494,Merry Wives of Reno (1934),1934
0025586,Of Human Bondage (1934),1934
0025590,The Old Fashioned Way (1934),1934
0025803,Smarty (1934),1934
0025878,The Thin Man (1934),1934
0026029,The 39 Steps (1935),1935
0026138,Bride of Frankenstein (1935),1935
0026202,Cheer Up (1936),1936
0026721,Miss Pacific Fleet (1935),1935
0026752,Mutiny on the Bounty (1935),1935
0026912,The Raven (1935),1935
0027075,A Tale of Two Cities (1935),1935
0027089,Thicker Than Water (1935),1935
0027125,Top Hat (1935),1935
0027133,Traveling Saleslady (1935),1935
0027331,Banjo on My Knee (1936),1936
0027652,Fury (1936),1936
0027686,Gold Diggers of 1937 (1936),1936
0027698,The Great Ziegfeld (1936),1936
0027752,Hitori musuko (1936),1936
0027800,The Invisible Ray (1936),1936
0027977,Modern Times (1936),1936
0028212,Sabotage (1936),1936
0028358,Things to Come (1936),1936
0028597,The Awful Truth (1937),1937
0028950,La grande illusion (1937),1937
0029146,The Life of Emile Zola (1937),1937
0029201,The Man Who Could Work Miracles (1936),1936
0029539,Seventh Heaven (1937),1937
0029583,Snow White and the Seven Dwarfs (1937),1937
0029658,They Won't Forget (1937),1937
0029725,Varsity Show (1937),1937
0029747,Way Out West (1937),1937
0029843,The Adventures of Robin Hood (1938),1938
0029850,Aleksandr Nevskiy (1938),1938
0029892,The Bad Man of Brimstone (1937),1937
0029947,Bringing Up Baby (1938),1938
0030341,The Lady Vanishes (1938),1938
0030413,Mannequin (1937),1937
0030637,Pygmalion (1938),1938
0030643,Le quai des brumes (1938),1938
0030732,Service de Luxe (1938),1938
0030848,Test Pilot (1938),1938
0030922,Vacation from Love (1938),1938
0031022,The Adventures of Sherlock Holmes (1939),1939
0031055,The Arsenal Stadium Mystery (1939),1939
0031143,The Cat and the Canary (1939),1939
0031235,Dodge City (1939),1939
0031252,Drums Along the Mohawk (1939),1939
0031322,The Flying Deuces (1939),1939
0031334,The Four Feathers (1939),1939
0031381,Gone with the Wind (1939),1939
0031385,"Goodbye, Mr. Chips (1939)",1939
0031448,The Hound of the Baskervilles (1939),1939
0031580,The Little Princess (1939),1939
0031602,Made for Each Other (1939),1939
0031679,Mr. Smith Goes to Washington (1939),1939
0031742,Of Mice and Men (1939),1939
0031828,The Proud Valley (1940),1940
0031885,La règle du jeu (1939),1939
0031971,Stagecoach (1939),1939
0032138,The Wizard of Oz (1939),1939
0032145,Wuthering Heights (1939),1939
0032155,Young Mr. Lincoln (1939),1939
0032194,"All This, and Heaven Too (1940)",1940
0032258,Black Friday (1940),1940
0032290,Buck Rogers (1939),1939
0032339,A Chump at Oxford (1940),1940
0032455,Fantasia (1940),1940
0032551,The Grapes of Wrath (1940),1940
0032553,The Great Dictator (1940),1940
0032599,His Girl Friday (1940),1940
0032762,The Mark of Zorro (1940),1940
0032842,Night Train to Munich (1940),1940
0032904,The Philadelphia Story (1940),1940
0032910,Pinocchio (1940),1940
0032946,Primrose Path (1940),1940
0032976,Rebecca (1940),1940
0033028,The Sea Hawk (1940),1940
0033045,The Shop Around the Corner (1940),1940
0033105,Strange Cargo (1940),1940
0033149,They Drive by Night (1940),1940
0033152,The Thief of Bagdad (1940),1940
0033234,Wagon Train (1940),1940
0033373,Ball of Fire (1941),1941
0033467,Citizen Kane (1941),1941
0033517,A Date with the Falcon (1942),1942
0033558,Dressed to Kill (1941),1941
0033563,Dumbo (1941),1941
0033650,The Gay Falcon (1941),1941
0033804,The Lady Eve (1941),1941
0033836,The Little Foxes (1941),1941
0033867,Maisie Was a Lady (1941),1941
0033870,The Maltese Falcon (1941),1941
0033874,The Man Who Came to Dinner (1942),1942
0033922,Mr. & Mrs. Smith (1941),1941
0033945,Never Give a Sucker an Even Break (1941),1941
0034167,Sergeant York (1941),1941
0034175,The Shanghai Gesture (1941),1941
0034204,The Smiling Ghost (1941),1941
0034232,Steel Against the Sky (1941),1941
0034236,The Strawberry Blonde (1941),1941
0034240,Sullivan's Travels (1941),1941
0034248,Suspicion (1941),1941
0034386,When Ladies Meet (1941),1941
0034428,Across the Pacific (1942),1942
0034458,Andy Hardy's Double Life (1942),1942
0034478,L'assassin habite... au 21 (1942),1942
0034492,Bambi (1942),1942
0034522,The Black Swan (1942),1942
0034583,Casablanca (1942),1942
0034587,Cat People (1942),1942
0034716,The Falcon Takes Over (1942),1942
0034717,The Falcon's Brother (1942),1942
0034734,The First of the Few (1942),1942
0034862,Holiday Inn (1942),1942
0035015,The Magnificent Ambersons (1942),1942
0035017,La main du diable (1943),1943
0035093,Mrs. Miniver (1942),1942
0035140,"Now, Voyager (1942)",1942
0035153,One of Our Aircraft Is Missing (1942),1942
0035279,Saboteur (1942),1942
0035317,Sherlock Holmes and the Secret Weapon (1942),1942
0035318,Sherlock Holmes and the Voice of Terror (1942),1942
0035417,The Talk of the Town (1942),1942
0035423,Kate & Leopold (2001),2001
0035446,To Be or Not to Be (1942),1942
0035521,Les visiteurs du soir (1942),1942
0035575,Yankee Doodle Dandy (1942),1942
0035583,You Were Never Lovelier (1942),1942
0035616,Air Force (1943),1943
0035733,Chicken Little (1943),1943
0035798,The Desperadoes (1943),1943
0035854,The Falcon Strikes Back (1943),1943
0035855,The Falcon and the Co-eds (1943),1943
0035856,The Falcon in Danger (1943),1943
0035884,Five Graves to Cairo (1943),1943
0036027,I Walked with a Zombie (1943),1943
0036098,Lassie Come Home (1943),1943
0036112,The Life and Death of Colonel Blimp (1943),1943
0036126,Madame Curie (1943),1943
0036154,Meshes of the Afternoon (1943),1943
0036189,Mystery of the 13th Guest (1943),1943
0036217,The North Star (1943),1943
0036261,Phantom of the Opera (1943),1943
0036342,Shadow of a Doubt (1943),1943
0036349,Sherlock Holmes in Washington (1943),1943
0036506,Vredens dag (1943),1943
0036515,Watch on the Rhine (1943),1943
0036613,Arsenic and Old Lace (1944),1944
0036625,Barbary Coast Gent (1944),1944
0036641,Between Two Worlds (1944),1944
0036775,Double Indemnity (1944),1944
0036777,Dragon Seed (1944),1944
0036810,The Falcon in Hollywood (1944),1944
0036855,Gaslight (1944),1944
0036868,The Best Years of Our Lives (1946),1946
0036914,Hets (1944),1944
0036940,I'll Be Seeing You (1944),1944
0036969,Jane Eyre (1943),1943
0037008,Laura (1944),1944
0037017,Lifeboat (1944),1944
0037075,Ministry of Fear (1944),1944
0037101,"Murder, My Sweet (1944)",1944
0037120,National Velvet (1944),1944
0037318,Strangers in the Night (1944),1944
0037382,To Have and Have Not (1944),1944
0037469,The Woman in the Window (1944),1944
0037494,Adventure (1945),1945
0037514,Anchors Aweigh (1945),1945
0037536,The Bells of St. Mary's (1945),1945
0037549,The Body Snatcher (1945),1945
0037558,Brief Encounter (1945),1945
0037638,Detour (1945),1945
0037690,The Falcon in San Francisco (1945),1945
0037865,Leave Her to Heaven (1945),1945
0037884,The Lost Weekend (1945),1945
0038109,Spellbound (1945),1945
0038213,The Valley of Decision (1945),1945
0038279,13 Rue Madeleine (1947),1947
0038289,I See a Dark Stranger (1946),1946
0038355,The Big Sleep (1946),1946
0038363,Blithe Spirit (1945),1945
0038369,The Blue Dahlia (1946),1946
0038461,Deception (1946),1946
0038492,Dragonwyck (1946),1946
0038559,Gilda (1946),1946
0038574,Great Expectations (1946),1946
0038650,It's a Wonderful Life (1946),1946
0038727,Margie (1946),1946
0038733,A Matter of Life and Death (1946),1946
0038777,A Night in Casablanca (1946),1946
0038787,Notorious (1946),1946
0038854,The Postman Always Rings Twice (1946),1946
0038890,"Roma, città aperta (1945)",1945
0038937,Shock (1946),1946
0038984,A Stolen Life (1946),1946
0038988,The Strange Love of Martha Ivers (1946),1946
0038991,The Stranger (1946),1946
0039192,Black Narcissus (1947),1947
0039294,Daisy Kenyon (1947),1947
0039340,Dreams That Money Can Buy (1947),1947
0039416,Gentleman's Agreement (1947),1947
0039417,Germania anno zero (1948),1948
0039428,Golden Earrings (1947),1947
0039589,Lured (1947),1947
0039594,The Magic Bow (1946),1946
0039595,Magic Town (1947),1947
0039631,Monsieur Verdoux (1947),1947
0039677,Odd Man Out (1947),1947
0039689,Out of the Past (1947),1947
0039694,The Paradine Case (1947),1947
0039743,Queen of the Amazons (1947),1947
0039761,Repeat Performance (1947),1947
0039822,Le silence de la mer (1949),1949
0039834,Skepp till India land (1947),1947
0040068,Bud Abbott Lou Costello Meet Frankenstein (1948),1948
0040202,Call Northside 777 (1948),1948
0040242,Command Decision (1948),1948
0040271,A Date with Judy (1948),1948
0040308,Easter Parade (1948),1948
0040499,June Bride (1948),1948
0040505,Kaze no naka no mendori (1948),1948
0040506,Key Largo (1948),1948
0040522,Ladri di biciclette (1948),1948
0040525,The Lady from Shanghai (1947),1947
0040559,La macchina ammazzacattivi (1952),1952
0040636,The Naked City (1948),1948
0040662,Oliver Twist (1948),1948
0040725,The Red Shoes (1948),1948
0040746,Rope (1948),1948
0040751,Ruthless (1948),1948
0040806,The Snake Pit (1948),1948
0040897,The Treasure of the Sierra Madre (1948),1948
0040979,Yoidore tenshi (1948),1948
0041082,A-Haunting We Will Go (1949),1949
0041085,"Abbott and Costello Meet the Killer, Boris Karloff (1949)",1949
0041094,The Adventures of Ichabod and Mr. Toad (1949),1949
0041113,All the King's Men (1949),1949
0041175,The Big Cat (1949),1949
0041238,Challenge to Lassie (1949),1949
0041300,The Doctor and the Girl (1949),1949
0041387,Francis (1950),1950
0041423,El gran calavera (1949),1949
0041507,In the Good Old Summertime (1949),1949
0041546,Kind Hearts and Coronets (1949),1949
0041587,A Letter to Three Wives (1949),1949
0041652,Miss Grant Takes Richmond (1949),1949
0041699,Nora inu (1949),1949
0041716,On the Town (1949),1949
0041718,One Last Fling (1949),1949
0041719,Orphée (1950),1950
0041737,Passport to Pimlico (1949),1949
0041761,Port of New York (1949),1949
0041841,Sands of Iwo Jima (1949),1949
0041944,Take Me Out to the Ball Game (1949),1949
0041955,That Forsyte Woman (1949),1949
0041959,The Third Man (1949),1949
0041996,Twelve O'Clock High (1949),1949
0042004,Under Capricorn (1949),1949
0042041,White Heat (1949),1949
0042179,Abbott and Costello in the Foreign Legion (1950),1950
0042192,All About Eve (1950),1950
0042208,The Asphalt Jungle (1950),1950
0042332,Cinderella (1950),1950
0042393,Destination Moon (1950),1950
0042530,Deadly Is the Female (1950),1950
0042546,Harvey (1950),1950
0042593,In a Lonely Place (1950),1950
0042634,Key to the City (1950),1950
0042788,Night and the City (1950),1950
0042792,No Way Out (1950),1950
0042819,Our Very Own (1950),1950
0042876,Rashômon (1950),1950
0042994,Stage Fright (1950),1950
0043014,Sunset Blvd. (1950),1950
0043132,Where the Sidewalk Ends (1950),1950
0043137,Winchester '73 (1950),1950
0043265,The African Queen (1951),1951
0043274,Alice in Wonderland (1951),1951
0043338,Ace in the Hole (1951),1951
0043456,The Day the Earth Stood Still (1951),1951
0043461,The Desert Fox: The Story of Rommel (1951),1951
0043511,Europa '51 (1952),1952
0043547,Flying Leathernecks (1951),1951
0043548,Flying Padre: An RKO-Pathe Screenliner (1951),1951
0043618,Happy Go Lovely (1951),1951
0043728,The Law and the Lady (1951),1951
0043778,The Man from Planet X (1951),1951
0043809,Miracolo a Milano (1951),1951
0043813,The Model and the Marriage Broker (1951),1951
0043827,My Favorite Spy (1951),1951
0043859,No Highway (1951),1951
0043915,People Will Talk (1951),1951
0043924,A Place in the Sun (1951),1951
0043949,Quo Vadis (1951),1951
0044000,Lo sceicco bianco (1952),1952
0044079,Strangers on a Train (1951),1951
0044081,A Streetcar Named Desire (1951),1951
0044314,5 Fingers (1952),1952
0044391,The Bad and the Beautiful (1952),1952
0044453,El bruto (1953),1953
0044515,Cosh Boy (1953),1953
0044672,The Greatest Show on Earth (1952),1952
0044685,Hans Christian Andersen (1952),1952
0044706,High Noon (1952),1952
0044741,Ikiru (1952),1952
0044760,Ivanhoe (1952),1952
0044789,Kansas City Confidential (1952),1952
0044837,Limelight (1952),1952
0044876,The Man in the White Suit (1951),1951
0044916,Monkey Business (1952),1952
0044926,Moulin Rouge (1952),1952
0045061,The Quiet Man (1952),1952
0045152,Singin' in the Rain (1952),1952
0045186,The Star (1952),1952
0045190,The Steel Trap (1952),1952
0045192,The Stooge (1952),1952
0045223,One Way Ticket to Hell (1955),1955
0045274,Umberto D. (1952),1952
0045361,El (1953),1953
0045464,"The 5,000 Fingers of Dr. T. (1953)",1953
0045518,Arrowhead (1953),1953
0045537,The Band Wagon (1953),1953
0045555,The Big Heat (1953),1953
0045591,Calamity Jane (1953),1953
0045592,Call Me Madam (1953),1953
0045607,The Captain's Paradise (1953),1953
0045709,Duck Dodgers in the 24½th Century (1953),1953
0045758,Fear and Desire (1953),1953
0045793,From Here to Eternity (1953),1953
0045810,Gentlemen Prefer Blondes (1953),1953
0045826,Glen or Glenda (1953),1953
0045888,House of Wax (1953),1953
0045891,How to Marry a Millionaire (1953),1953
0045907,La ilusión viaja en tranvía (1954),1954
0045943,Julius Caesar (1953),1953
0046022,Madame de... (1953),1953
0046040,Man on a Tightrope (1953),1953
0046126,Niagara (1953),1953
0046159,"Pane, amore e fantasia (1953)",1953
0046183,Peter Pan (1953),1953
0046194,The Pleasure Garden (1953),1953
0046250,Roman Holiday (1953),1953
0046268,Le salaire de la peur (1953),1953
0046359,Stalag 17 (1953),1953
0046414,Beat the Devil (1953),1953
0046435,Titanic (1953),1953
0046438,Tôkyô monogatari (1953),1953
0046478,Ugetsu monogatari (1953),1953
0046521,I vitelloni (1953),1953
0046534,The War of the Worlds (1953),1953
0046688,Ah! Les belles bacchantes (1954),1954
0046714,Angels One Five (1952),1952
0046754,The Barefoot Contessa (1954),1954
0046766,The Belles of St. Trinian's (1954),1954
0046806,The Bridges at Toko-Ri (1954),1954
0046816,The Caine Mutiny (1954),1954
0046876,Creature from the Black Lagoon (1954),1954
0046889,The Dam Busters (1955),1955
0046911,Les diaboliques (1955),1955
0046912,Dial M for Murder (1954),1954
0046969,The Fast and the Furious (1955),1955
0047034,Gojira (1954),1954
0047136,Johnny Guitar (1954),1954
0047203,Magnificent Obsession (1954),1954
0047296,On the Waterfront (1954),1954
0047396,Rear Window (1954),1954
0047437,Sabrina (1954),1954
0047445,Sanshô dayû (1954),1954
0047478,Shichinin no samurai (1954),1954
0047522,A Star Is Born (1954),1954
0047528,La strada (1954),1954
0047542,Suddenly (1954),1954
0047573,Them! (1954),1954
0047577,This Island Earth (1955),1955
0047669,West of Zanzibar (1954),1954
0047677,The Wild One (1953),1953
0047811,All That Heaven Allows (1955),1955
0047892,Bob le flambeur (1956),1956
0048021,Du rififi chez les hommes (1955),1955
0048028,East of Eden (1955),1955
0048037,Ensayo de un crimen (1955),1955
0048078,Five Guns West (1955),1955
0048140,Guys and Dolls (1955),1955
0048182,House of Bamboo (1955),1955
0048233,Jubal (1956),1956
0048254,Killer's Kiss (1955),1955
0048261,Kiss Me Deadly (1955),1955
0048280,Lady and the Tramp (1955),1955
0048363,Les maîtres fous (1955),1955
0048380,Mister Roberts (1955),1955
0048393,Mr. Arkadin (1955),1955
0048394,Muerte de un ciclista (1955),1955
0048424,The Night of the Hunter (1955),1955
0048434,Nuit et brouillard (1955),1955
0048445,Oklahoma! (1955),1955
0048452,Ordet (1955),1955
0048473,Pather Panchali (1955),1955
0048543,Razzia sur la Chnouf (1955),1955
0048545,Rebel Without a Cause (1955),1955
0048605,The Seven Year Itch (1955),1955
0048623,Sincerely Yours (1955),1955
0048651,Spionage (1955),1955
0048696,Tarantula (1955),1955
0048728,To Catch a Thief (1955),1955
0048750,The Trouble with Harry (1955),1955
0048947,Anastasia (1956),1956
0048956,Aparajito (1956),1956
0048977,The Bad Seed (1956),1956
0048980,Le ballon rouge (1956),1956
0048983,Bandido (1956),1956
0049038,Bus Stop (1956),1956
0049055,Carousel (1956),1956
0049170,The Eddy Duchin Story (1956),1956
0049207,Il ferroviere (1956),1956
0049223,Forbidden Planet (1956),1956
0049261,Giant (1956),1956
0049301,Helen of Troy (1956),1956
0049314,High Society (1956),1956
0049406,The Killing (1956),1956
0049470,The Man Who Knew Too Much (1956),1956
0049516,The Mole People (1956),1956
0049615,"The Phantom from 10,000 Leagues (1955)",1955
0049656,Ransom! (1956),1956
0049730,The Searchers (1956),1956
0049778,Somebody Up There Likes Me (1956),1956
0049833,The Ten Commandments (1956),1956
0049866,"Totò, Peppino e... la malafemmina (1956)",1956
0049902,Un condamné à mort s'est échappé ou Le vent souffle où il veut (1956),1956
0049922,The Violent Years (1956),1956
0050083,12 Angry Men (1957),1957
0050086,3:10 to Yuma (1957),1957
0050105,An Affair to Remember (1957),1957
0050111,Ali Baba Bunny (1957),1957
0050208,Boy on a Dolphin (1957),1957
0050212,The Bridge on the River Kwai (1957),1957
0050237,Celui qui doit mourir (1957),1957
0050252,China Gate (1957),1957
0050356,The Enemy Below (1957),1957
0050371,A Face in the Crowd (1957),1957
0050397,Fire Down Below (1957),1957
0050398,Fjols til fjells (1957),1957
0050419,Funny Face (1957),1957
0050468,Gunfight at the O.K. Corral (1957),1957
0050556,Jailhouse Rock (1957),1957
0050598,A King in New York (1957),1957
0050613,Kumonosu-jô (1957),1957
0050634,Letyat zhuravli (1957),1957
0050659,Loving You (1957),1957
0050706,Mon oncle (1958),1958
0050825,Paths of Glory (1957),1957
0050839,Peyton Place (1957),1957
0050870,Pyaasa (1957),1957
0050963,Shoot-Out at Medicine Bend (1957),1957
0050976,Det sjunde inseglet (1957),1957
0050986,Smultronstället (1957),1957
0051016,The Story of Mankind (1957),1957
0051036,Sweet Smell of Success (1957),1957
0051201,Witness for the Prosecution (1957),1957
0051207,The Wrong Man (1956),1956
0051337,The 7th Voyage of Sinbad (1958),1958
0051362,Anna Lucasta (1958),1958
0051365,Ansiktet (1958),1958
0051378,Ascenseur pour l'échafaud (1958),1958
0051383,Auntie Mame (1958),1958
0051411,The Big Country (1958),1958
0051423,Blue Murder at St. Trinian's (1957),1957
0051453,Carry on Sergeant (1958),1958
0051454,Carve Her Name with Pride (1958),1958
0051459,Cat on a Hot Tin Roof (1958),1958
0051525,The Defiant Ones (1958),1958
0051534,Desire Under the Elms (1958),1958
0051622,The Fly (1958),1958
0051658,Gigi (1958),1958
0051682,El grito de la muerte (1959),1959
0051701,Hare-Way to the Stars (1958),1958
0051744,House on Haunted Hill (1959),1959
0051758,I Want to Live! (1958),1958
0051759,I Was Monty's Double (1958),1958
0051773,Indiscreet (1958),1958
0051792,Jalsaghar (1958),1958
0051845,The Last Hurrah (1958),1958
0051848,The Law and Jake Wade (1958),1958
0051980,Narayama bushiko (1958),1958
0051994,A Night to Remember (1958),1958
0052077,Plan 9 from Outer Space (1959),1959
0052286,Terror from the Year 5000 (1958),1958
0052293,Thunder Road (1958),1958
0052311,Touch of Evil (1958),1958
0052330,Ubiytsy (1956),1956
0052357,Vertigo (1958),1958
0052365,The Vikings (1958),1958
0052556,Les amants (1958),1958
0052561,Anatomy of a Murder (1959),1959
0052572,Apur Sansar (1959),1959
0052602,The Bat (1959),1959
0052618,Ben-Hur (1959),1959
0052637,The Bloody Brood (1959),1959
0052655,A Bucket of Blood (1959),1959
0052700,Compulsion (1959),1959
0052709,Cover Girl Killer (1959),1959
0052738,The Diary of Anne Frank (1959),1959
0052832,The Fugitive Kind (1959),1959
0052847,Gidget (1959),1959
0052854,Goha (1958),1958
0052893,"Hiroshima, mon amour (1959)",1959
0052905,The Hound of the Baskervilles (1959),1959
0052918,Imitation of Life (1959),1959
0052948,Journey to the Center of the Earth (1959),1959
0053084,The Mouse That Roared (1959),1959
0053106,Neotpravlennoye pismo (1959),1959
0053114,Ningen no jôken (1959),1959
0053115,Ningen no jôken (1959),1959
0053125,North by Northwest (1959),1959
0053126,North West Frontier (1959),1959
0053137,On the Beach (1959),1959
0053143,Operation Petticoat (1959),1959
0053168,Pickpocket (1959),1959
0053172,Pillow Talk (1959),1959
0053183,Pork Chop Hill (1959),1959
0053198,Les quatre cents coups (1959),1959
0053221,Rio Bravo (1959),1959
0053258,Segodnya uvolneniya ne budet (1959),1959
0053270,Shadows (1959),1959
0053285,Sleeping Beauty (1959),1959
0053291,Some Like It Hot (1959),1959
0053318,"Suddenly, Last Summer (1959)",1959
0053459,Les yeux sans visage (1960),1960
0053472,À bout de souffle (1960),1960
0053604,The Apartment (1960),1960
0053619,L'avventura (1960),1960
0053716,Cinderfella (1960),1960
0053719,The City of the Dead (1960),1960
0053729,Comanche Station (1960),1960
0053746,Dama s sobachkoj (1960),1960
0053765,Devi (1960),1960
0053779,La dolce vita (1960),1960
0053793,Elmer Gantry (1960),1960
0053877,The Grass Is Greener (1960),1960
0053925,House of Usher (1960),1960
0053935,Ice Cold in Alex (1958),1958
0053946,Inherit the Wind (1960),1960
0053976,Jungfrukällan (1960),1960
0054017,Last Woman on Earth (1960),1960
0054021,Let No Man Write My Epitaph (1960),1960
0054033,The Little Shop of Horrors (1960),1960
0054047,The Magnificent Seven (1960),1960
0054067,La maschera del demonio (1960),1960
0054130,La notte (1961),1961
0054135,Ocean's Eleven (1960),1960
0054167,Peeping Tom (1960),1960
0054195,Pollyanna (1960),1960
0054198,Pote tin Kyriaki (1960),1960
0054215,Psycho (1960),1960
0054269,Saturday Night and Sunday Morning (1960),1960
0054286,Seishun zankoku monogatari (1960),1960
0054310,Sink the Bismarck! (1960),1960
0054331,Spartacus (1960),1960
0054333,Ein Toter hing im Netz (1960),1960
0054357,Swiss Family Robinson (1960),1960
0054387,The Time Machine (1960),1960
0054389,Tirez sur le pianiste (1960),1960
0054407,Le trou (1960),1960
0054462,The Wasp Woman (1959),1959
0054599,Accattone (1961),1961
0054632,L'année dernière à Marienbad (1961),1961
0054652,Bachelor in Paradise (1961),1961
0054692,Blue Hawaii (1961),1961
0054698,Breakfast at Tiffany's (1961),1961
0054743,The Children's Hour (1961),1961
0054749,La ciociara (1960),1960
0054885,Flower Drum Song (1961),1961
0054949,La guerre des boutons (1962),1962
0054953,The Guns of Navarone (1961),1961
0054988,Homicidal (1961),1961
0054997,The Hustler (1961),1961
0055018,The Innocents (1961),1961
0055019,The Intruder (1962),1962
0055031,Judgment at Nuremberg (1961),1961
0055032,Jules et Jim (1962),1962
0055047,King of Kings (1961),1961
0055205,Murder She Said (1961),1961
0055233,Ningen no jôken (1961),1961
0055252,An einem Freitag um halb zwölf (1961),1961
0055254,One Hundred and One Dalmatians (1961),1961
0055277,The Parent Trap (1961),1961
0055307,The Pleasure of His Company (1961),1961
0055342,The Pure Hell of St. Trinian's (1960),1960
0055471,Splendor in the Grass (1961),1961
0055499,Såsom i en spegel (1961),1961
0055505,Taste of Fear (1961),1961
0055506,A Taste of Honey (1961),1961
0055535,Totòtruffa '62 (1961),1961
0055572,Une femme est une femme (1961),1961
0055601,Viridiana (1961),1961
0055614,West Side Story (1961),1961
0055630,Yôjinbô (1961),1961
0055728,Advise & Consent (1962),1962
0055798,Birdman of Alcatraz (1962),1962
0055804,El vampiro sangriento (1962),1962
0055830,Carnival of Souls (1962),1962
0055852,Cléo de 5 à 7 (1962),1962
0055894,The Day of the Triffids (1962),1962
0055895,Days of Wine and Roses (1962),1962
0055902,The Devil's Hand (1962),1962
0055913,Divorzio all'italiana (1961),1961
0055928,Dr. No (1962),1962
0056023,Girls! Girls! Girls! (1962),1962
0056058,Seppuku (1962),1962
