movie_id,genre
0019130,Drama
0019130,Horror
0019130,Mystery
0019130,Romance
0019130,Thriller
0019254,Biography
0019254,Drama
0019254,History
0019421,Action
0019421,Comedy
0019421,Drama
0019421,Family
0019421,Romance
0019729,Musical
0019729,Romance
0019760,Documentary
0019901,Comedy
0019901,Drama
0019901,Romance
0019901,Sci-Fi
0020530,Short
0020530,Fantasy
0020581,Drama
0020629,Drama
0020629,War
0020686,Drama
0020686,Thriller
0020693,Biography
0020693,Drama
0020693,Romance
0020693,Western
0020768,Drama
0020768,Romance
0020902,Comedy
0020902,Musical
0020980,Romance
0020980,Crime
0020980,Drama
0021079,Crime
0021079,Drama
0021156,Romance
0021156,Drama
0021406,Drama
0021577,Comedy
0021577,Drama
0021746,Drama
0021746,Western
0021749,Comedy
0021749,Drama
0021749,Romance
0021814,Horror
0021884,Horror
0021884,Sci-Fi
0022100,Crime
0022100,Drama
0022100,Film-Noir
0022100,Thriller
0022279,Comedy
0022279,Drama
0022458,Drama
0022458,Romance
0022458,Adventure
0022792,Drama
0022792,Action
0022834,Drama
0022913,Drama
0022913,Horror
0022913,Thriller
0022958,Drama
0022958,Romance
0023158,Comedy
0023158,Musical
0023158,Romance
0023194,Adventure
0023194,Horror
0023194,Sci-Fi
0023238,Adventure
0023238,Mystery
0023238,Thriller
0023249,Crime
0023249,Horror
0023249,Mystery
0023251,Comedy
0023251,Short
0023266,Drama
0023305,Drama
0023305,Romance
0023349,Comedy
0023349,Drama
0023427,Crime
0023427,Drama
0023427,Thriller
0023563,Crime
0023563,Fantasy
0023563,Horror
0023634,Comedy
0023634,Drama
0023642,Comedy
0023642,Drama
0023642,Romance
0023649,Horror
0023685,Drama
0023685,History
0023685,Romance
0023694,Horror
0023817,Crime
0023817,Drama
0023876,Drama
0023876,Romance
0023876,War
0023902,Drama
0023902,War
0023937,Drama
0023969,Comedy
0023969,Musical
0024092,Comedy
0024166,Comedy
0024166,Musical
0024166,Romance
0024184,Drama
0024184,Horror
0024184,Sci-Fi
0024184,Thriller
0024188,Adventure
0024188,Horror
0024188,Romance
0024188,Sci-Fi
0024216,Adventure
0024216,Fantasy
0024216,Horror
0024353,Drama
0024353,Romance
0024660,Animation
0024660,Musical
0024660,Family
0024660,Comedy
0024660,Short
0024803,Short
0024803,Comedy
0024803,Drama
0024831,Comedy
0024831,Drama
0024831,Family
0024844,Drama
0024844,Romance
0024894,Horror
0024894,Crime
0024894,Adventure
0024894,Thriller
0025132,Comedy
0025132,Drama
0025132,Romance
0025263,Comedy
0025263,Musical
0025290,Comedy
0025290,Romance
0025316,Comedy
0025316,Romance
0025330,Comedy
0025330,Crime
0025330,Drama
0025330,Romance
0025409,Drama
0025409,Romance
0025452,Crime
0025452,Mystery
0025452,Thriller
0025456,Documentary
0025461,Drama
0025494,Comedy
0025586,Drama
0025586,Romance
0025590,Comedy
0025803,Comedy
0025878,Comedy
0025878,Crime
0025878,Mystery
0026029,Crime
0026029,Mystery
0026029,Thriller
0026138,Horror
0026138,Sci-Fi
0026202,Musical
0026721,Comedy
0026721,Romance
0026752,Adventure
0026752,Drama
0026752,History
0026912,Horror
0027075,Drama
0027075,History
0027075,Romance
0027089,Comedy
0027089,Short
0027125,Comedy
0027125,Musical
0027125,Romance
0027133,Comedy
0027133,Romance
0027331,Comedy
0027331,Drama
0027331,Romance
0027652,Crime
0027652,Drama
0027652,Film-Noir
0027652,Romance
0027652,Thriller
0027686,Comedy
0027686,Musical
0027686,Romance
0027698,Biography
0027698,Drama
0027698,Musical
0027698,Romance
0027752,Drama
0027800,Horror
0027800,Sci-Fi
0027800,Thriller
0027977,Comedy
0027977,Drama
0028212,Mystery
0028212,Thriller
0028358,Sci-Fi
0028597,Comedy
0028597,Romance
0028950,Drama
0028950,War
0029146,Biography
0029146,Drama
0029201,Comedy
0029201,Fantasy
0029539,Drama
0029539,Romance
0029583,Animation
0029583,Family
0029583,Fantasy
0029583,Musical
0029583,Romance
0029658,Drama
0029658,Mystery
0029725,Musical
0029747,Comedy
0029747,Western
0029843,Action
0029843,Adventure
0029843,Romance
0029850,Action
0029850,Drama
0029850,History
0029850,War
0029892,Western
0029947,Comedy
0029947,Romance
0030341,Comedy
0030341,Mystery
0030341,Thriller
0030413,Drama
0030637,Comedy
0030637,Drama
0030637,Romance
0030643,Crime
0030643,Drama
0030643,Romance
0030643,Thriller
0030732,Comedy
0030848,Drama
0030848,Romance
0030922,Comedy
0031022,Crime
0031022,Mystery
0031022,Thriller
0031055,Comedy
0031055,Crime
0031055,Sport
0031055,Thriller
0031143,Comedy
0031143,Horror
0031143,Mystery
0031143,Thriller
0031235,Western
0031252,Drama
0031252,Romance
0031252,War
0031252,Western
0031322,Comedy
0031334,Adventure
0031334,Drama
0031334,Romance
0031334,War
0031381,Drama
0031381,Romance
0031381,War
0031385,Drama
0031385,Romance
0031448,Crime
0031448,Drama
0031448,Horror
0031448,Mystery
0031448,Thriller
0031580,Comedy
0031580,Drama
0031580,Family
0031580,Musical
0031602,Comedy
0031602,Drama
0031602,Romance
0031679,Drama
0031742,Drama
0031828,Drama
0031828,Music
0031885,Comedy
0031885,Drama
0031971,Adventure
0031971,Western
0032138,Adventure
0032138,Family
0032138,Fantasy
0032138,Musical
0032145,Drama
0032145,Romance
0032155,Biography
0032155,Drama
0032194,Drama
0032194,Romance
0032258,Drama
0032258,Horror
0032258,Sci-Fi
0032258,Crime
0032290,Adventure
0032290,Family
0032290,Fantasy
0032290,Sci-Fi
0032339,Comedy
0032455,Animation
0032455,Family
0032455,Fantasy
0032455,Music
0032551,Drama
0032553,Comedy
0032553,Drama
0032553,War
0032599,Comedy
0032599,Drama
0032599,Romance
0032762,Action
0032762,Adventure
0032762,Romance
0032762,Western
0032842,Thriller
0032842,War
0032904,Comedy
0032904,Romance
0032910,Animation
0032910,Adventure
0032910,Drama
0032910,Family
0032910,Fantasy
0032910,Music
0032946,Drama
0032976,Drama
0032976,Mystery
0033028,Action
0033028,Adventure
0033028,Romance
0033045,Comedy
0033045,Drama
0033045,Romance
0033105,Drama
0033105,Romance
0033149,Crime
0033149,Drama
0033149,Thriller
0033152,Adventure
0033152,Family
0033152,Fantasy
0033234,Comedy
0033234,Drama
0033234,History
0033234,Romance
0033234,Western
0033373,Comedy
0033373,Romance
0033467,Drama
0033467,Mystery
0033517,Crime
0033517,Drama
0033517,Mystery
0033517,Romance
0033558,Crime
0033558,Mystery
0033563,Animation
0033563,Family
0033563,Musical
0033650,Crime
0033650,Drama
0033650,Mystery
0033650,Romance
0033804,Comedy
0033804,Romance
0033836,Drama
0033836,Romance
0033867,Comedy
0033867,Drama
0033870,Crime
0033870,Drama
0033870,Film-Noir
0033870,Mystery
0033874,Comedy
0033874,Romance
0033922,Comedy
0033922,Romance
0033945,Comedy
0033945,Musical
0034167,Biography
0034167,Drama
0034167,History
0034167,War
0034175,Drama
0034175,Film-Noir
0034204,Comedy
0034204,Mystery
0034232,Action
0034232,Adventure
0034232,Comedy
0034232,Drama
0034232,Romance
0034236,Comedy
0034236,Romance
0034240,Adventure
0034240,Comedy
0034240,Drama
0034240,Romance
0034248,Drama
0034248,Mystery
0034248,Thriller
0034386,Comedy
0034386,Drama
0034386,Romance
0034428,Action
0034428,Adventure
0034428,Drama
0034428,Romance
0034428,War
0034458,Comedy
0034458,Family
0034458,Romance
0034478,Comedy
0034478,Mystery
0034478,Thriller
0034492,Animation
0034492,Drama
0034492,Family
0034522,Action
0034522,Adventure
0034522,Drama
0034522,Family
0034522,History
0034583,Drama
0034583,Romance
0034583,War
0034587,Horror
0034587,Mystery
0034587,Thriller
0034716,Crime
0034716,Mystery
0034717,Crime
0034717,Drama
0034717,Mystery
0034734,Biography
0034734,Drama
0034734,War
0034862,Comedy
0034862,Drama
0034862,Musical
0034862,Romance
0035015,Drama
0035015,Romance
0035017,Fantasy
0035017,Horror
0035093,Drama
0035093,Romance
0035093,War
0035140,Drama
0035140,Romance
0035153,Action
0035153,Drama
0035153,War
0035279,Action
0035279,Thriller
0035317,Adventure
0035317,Crime
0035317,Drama
0035317,Mystery
0035317,Thriller
0035318,Crime
0035318,Thriller
0035318,Mystery
0035417,Comedy
0035417,Drama
0035417,Romance
0035417,Thriller
0035423,Comedy
0035423,Fantasy
0035423,Romance
0035446,Comedy
0035446,War
0035521,Drama
0035521,Fantasy
0035521,Romance
0035575,Biography
0035575,Drama
0035575,Musical
0035583,Comedy
0035583,Musical
0035583,Romance
0035616,Action
0035616,Drama
0035616,History
0035616,War
0035733,Comedy
0035733,Family
0035733,Animation
0035733,Short
0035798,Romance
0035798,Western
0035854,Crime
0035854,Drama
0035854,Mystery
0035855,Crime
0035855,Mystery
0035855,Drama
0035856,Crime
0035856,Mystery
0035884,Thriller
0035884,War
0036027,Horror
0036098,Adventure
0036098,Drama
0036098,Family
0036112,Drama
0036112,Romance
0036112,War
0036126,Biography
0036126,Drama
0036126,Romance
0036154,Short
0036189,Crime
0036189,Mystery
0036217,Drama
0036217,Musical
0036217,Romance
0036217,War
0036261,Drama
0036261,Horror
0036261,Music
0036261,Romance
0036261,Thriller
0036342,Thriller
0036349,Crime
0036349,Thriller
0036349,Mystery
0036506,Drama
0036506,Romance
0036515,Drama
0036613,Comedy
0036613,Crime
0036613,Romance
0036613,Thriller
0036625,Comedy
0036625,Western
0036641,Mystery
0036641,Drama
0036641,Fantasy
0036641,Adventure
0036641,Action
0036775,Crime
0036775,Drama
0036775,Film-Noir
0036775,Thriller
0036777,Drama
0036777,History
0036777,War
0036810,Crime
0036810,Mystery
0036810,Drama
0036855,Crime
0036855,Drama
0036855,Film-Noir
0036855,Mystery
0036855,Thriller
0036868,Drama
0036868,Romance
0036868,War
0036914,Drama
0036940,Drama
0036940,Family
0036940,Romance
0036969,Drama
0036969,Romance
0037008,Drama
0037008,Film-Noir
0037008,Mystery
0037008,Romance
0037017,Thriller
0037017,War
0037075,Crime
0037075,Drama
0037075,Film-Noir
0037075,Mystery
0037075,Romance
0037075,Thriller
0037101,Crime
0037101,Drama
0037101,Film-Noir
0037101,Mystery
0037101,Thriller
0037120,Drama
0037120,Family
0037120,Sport
0037318,Crime
0037318,Drama
0037318,Mystery
0037382,Adventure
0037382,Romance
0037382,Thriller
0037382,War
0037469,Crime
0037469,Drama
0037469,Film-Noir
0037469,Mystery
0037469,Thriller
0037494,Drama
0037494,Romance
0037494,Comedy
0037514,Comedy
0037514,Fantasy
0037514,Musical
0037514,Romance
0037536,Drama
0037536,Family
0037549,Horror
0037549,Thriller
0037558,Romance
0037558,Drama
0037638,Crime
0037638,Drama
0037638,Film-Noir
0037638,Mystery
0037690,Crime
0037690,Mystery
0037865,Drama
0037865,Thriller
0037884,Drama
0038109,Film-Noir
0038109,Mystery
0038109,Romance
0038109,Thriller
0038213,Drama
0038279,Action
0038279,Adventure
0038279,Drama
0038279,Thriller
0038279,War
0038289,Drama
0038289,Thriller
0038289,War
0038355,Crime
0038355,Film-Noir
0038355,Mystery
0038355,Thriller
0038363,Comedy
0038363,Fantasy
0038369,Crime
0038369,Drama
0038369,Film-Noir
0038369,Mystery
0038369,Thriller
0038461,Crime
0038461,Drama
0038461,Film-Noir
0038461,Music
0038461,Thriller
0038492,Drama
0038492,Thriller
0038492,Mystery
0038492,Romance
0038559,Drama
0038559,Film-Noir
0038559,Romance
0038559,Thriller
0038574,Drama
0038574,Romance
0038650,Drama
0038650,Family
0038650,Fantasy
0038727,Comedy
0038733,Drama
0038733,Fantasy
0038733,Romance
0038733,War
0038777,Comedy
0038787,Drama
0038787,Romance
0038787,Thriller
0038854,Crime
0038854,Drama
0038854,Film-Noir
0038854,Mystery
0038854,Romance
0038854,Thriller
0038890,Drama
0038890,War
0038937,Film-Noir
0038937,Thriller
0038984,Drama
0038988,Drama
0038988,Film-Noir
0038991,Crime
0038991,Drama
0038991,Film-Noir
0038991,Mystery
0038991,Thriller
0039192,Drama
0039294,Drama
0039294,Romance
0039340,Fantasy
0039416,Drama
0039416,Romance
0039417,Drama
0039428,Adventure
0039428,Romance
0039589,Crime
0039589,Film-Noir
0039589,Mystery
0039589,Thriller
0039594,Musical
0039594,Romance
0039595,Comedy
0039595,Romance
0039631,Comedy
0039631,Crime
0039631,Drama
0039677,Crime
0039677,Drama
0039677,Film-Noir
0039677,Romance
0039677,Thriller
0039689,Drama
0039689,Film-Noir
0039689,Thriller
0039694,Crime
0039694,Drama
0039694,Romance
0039694,Thriller
0039743,Action
0039743,Adventure
0039743,Mystery
0039743,Romance
0039761,Drama
0039761,Film-Noir
0039761,Mystery
0039822,Drama
0039822,Romance
0039822,War
0039834,Drama
0040068,Comedy
0040068,Horror
0040068,Sci-Fi
0040202,Crime
0040202,Drama
0040202,Film-Noir
0040202,History
0040202,Mystery
0040242,War
0040242,Drama
0040271,Comedy
0040271,Musical
0040271,Romance
0040308,Musical
0040308,Romance
0040499,Comedy
0040505,Drama
0040506,Crime
0040506,Drama
0040506,Film-Noir
0040506,Thriller
0040522,Crime
0040522,Drama
0040525,Crime
0040525,Drama
0040525,Film-Noir
0040525,Mystery
0040525,Thriller
0040559,Comedy
0040636,Crime
0040636,Drama
0040636,Film-Noir
0040636,Mystery
0040636,Thriller
0040662,Adventure
0040662,Crime
0040662,Drama
0040725,Drama
0040725,Music
0040725,Romance
0040746,Crime
0040746,Drama
0040746,Mystery
0040746,Thriller
0040751,Film-Noir
0040751,Drama
0040806,Drama
0040897,Action
0040897,Adventure
0040897,Drama
0040897,Western
0040979,Crime
0040979,Drama
0040979,Thriller
0041082,Animation
0041082,Short
0041085,Comedy
0041085,Mystery
0041085,Thriller
0041094,Animation
0041094,Family
0041094,Fantasy
0041113,Drama
0041175,Action
0041175,Adventure
0041175,Drama
0041175,Romance
0041175,Western
0041238,Drama
0041238,Family
0041300,Drama
0041300,Romance
0041387,Comedy
0041387,War
0041387,Fantasy
0041387,Family
0041387,Drama
0041423,Comedy
0041507,Comedy
0041507,Musical
0041507,Romance
0041546,Comedy
0041546,Crime
0041587,Drama
0041587,Romance
0041652,Comedy
0041699,Crime
0041699,Drama
0041699,Film-Noir
0041699,Thriller
0041716,Comedy
0041716,Musical
0041716,Romance
0041718,Comedy
0041718,Romance
0041719,Fantasy
0041719,Drama
0041719,Romance
0041737,Comedy
0041761,Crime
0041761,Drama
0041761,Film-Noir
0041841,Action
0041841,Drama
0041841,War
0041841,Romance
0041944,Comedy
0041944,Musical
0041944,Romance
0041944,Sport
0041955,Drama
0041955,Romance
0041959,Film-Noir
0041959,Mystery
0041959,Thriller
0041996,Action
0041996,Drama
0041996,War
0042004,Crime
0042004,Drama
0042004,Romance
0042041,Crime
0042041,Drama
0042041,Thriller
0042179,Adventure
0042179,Comedy
0042192,Drama
0042208,Crime
0042208,Film-Noir
0042208,Drama
0042332,Animation
0042332,Family
0042332,Fantasy
0042332,Musical
0042332,Romance
0042393,Adventure
0042393,Drama
0042393,Sci-Fi
0042530,Crime
0042530,Drama
0042530,Film-Noir
0042530,Romance
0042530,Thriller
0042546,Comedy
0042546,Drama
0042593,Drama
0042593,Film-Noir
0042593,Mystery
0042593,Romance
0042593,Thriller
0042634,Comedy
0042634,Romance
0042788,Crime
0042788,Film-Noir
0042788,Sport
0042788,Thriller
0042792,Drama
0042792,Film-Noir
0042819,Drama
0042876,Crime
0042876,Drama
0042994,Crime
0042994,Drama
0042994,Thriller
0043014,Drama
0043014,Film-Noir
0043132,Crime
0043132,Film-Noir
0043132,Drama
0043137,Western
0043265,Adventure
0043265,Romance
0043265,War
0043274,Animation
0043274,Adventure
0043274,Family
0043274,Fantasy
0043274,Musical
0043338,Drama
0043338,Film-Noir
0043456,Drama
0043456,Horror
0043456,Sci-Fi
0043456,Thriller
0043461,Action
0043461,Biography
0043461,Drama
0043461,History
0043461,War
0043511,Drama
0043547,Drama
0043547,War
0043547,Action
0043548,Documentary
0043548,Short
0043618,Comedy
0043618,Musical
0043618,Romance
0043728,Comedy
0043778,Horror
0043778,Romance
0043778,Sci-Fi
0043778,Thriller
0043809,Comedy
0043809,Drama
0043809,Fantasy
0043813,Comedy
0043827,Comedy
0043827,Crime
0043827,Music
0043827,Romance
0043859,Drama
0043859,Thriller
0043915,Comedy
0043915,Drama
0043915,Romance
0043924,Drama
0043924,Romance
0043949,Drama
0043949,Romance
0044000,Comedy
0044000,Drama
0044000,Romance
0044079,Crime
0044079,Film-Noir
0044079,Mystery
0044079,Romance
0044079,Thriller
0044081,Drama
0044314,Drama
0044314,Thriller
0044391,Drama
0044391,Romance
0044453,Drama
0044515,Crime
0044515,Drama
0044672,Drama
0044672,Family
0044672,Romance
0044685,Biography
0044685,Family
0044685,Musical
0044685,Romance
0044706,Drama
0044706,Western
0044741,Drama
0044760,Adventure
0044760,Drama
0044760,Romance
0044789,Crime
0044789,Drama
0044789,Film-Noir
0044789,Mystery
0044837,Drama
0044837,Music
0044876,Comedy
0044876,Sci-Fi
0044876,Drama
0044916,Comedy
0044916,Sci-Fi
0044926,Biography
0044926,Drama
0044926,Music
0044926,Romance
0045061,Comedy
0045061,Drama
0045061,Romance
0045152,Comedy
0045152,Musical
0045152,Romance
0045186,Drama
0045190,Drama
0045190,Crime
0045192,Comedy
0045192,Drama
0045192,Musical
0045223,Crime
0045223,Drama
0045274,Drama
0045361,Drama
0045464,Family
0045464,Fantasy
0045464,Music
0045464,Romance
0045518,Drama
0045518,Romance
0045518,Western
0045537,Comedy
0045537,Musical
0045537,Romance
0045555,Crime
0045555,Drama
0045555,Film-Noir
0045555,Thriller
0045591,Comedy
0045591,Musical
0045591,Western
0045592,Comedy
0045592,Musical
0045592,Romance
0045607,Comedy
0045709,Family
0045709,Sci-Fi
0045709,Animation
0045709,Comedy
0045709,Short
0045758,War
0045758,Drama
0045793,Drama
0045793,Romance
0045793,War
0045810,Comedy
0045810,Drama
0045810,Musical
0045810,Romance
0045826,Drama
0045888,Horror
0045891,Comedy
0045891,Drama
0045891,Romance
0045907,Comedy
0045907,Adventure
0045907,Drama
0045943,Drama
0045943,History
0046022,Drama
0046022,Romance
0046040,Drama
0046126,Film-Noir
0046126,Thriller
0046159,Comedy
0046159,Romance
0046183,Animation
0046183,Adventure
0046183,Family
0046183,Fantasy
0046183,Music
0046194,Short
0046250,Comedy
0046250,Drama
0046250,Romance
0046268,Adventure
0046268,Drama
0046268,Thriller
0046359,Comedy
0046359,Drama
0046359,Thriller
0046359,War
0046414,Action
0046414,Adventure
0046414,Comedy
0046414,Crime
0046414,Drama
0046414,Romance
0046435,Drama
0046435,History
0046435,Romance
0046438,Drama
0046478,Drama
0046478,Fantasy
0046478,Mystery
0046521,Comedy
0046521,Drama
0046534,Action
0046534,Horror
0046534,Sci-Fi
0046534,Thriller
0046688,Comedy
0046714,Drama
0046714,War
0046754,Drama
0046754,Crime
0046754,Mystery
0046754,Romance
0046766,Comedy
0046806,Drama
0046806,Romance
0046806,War
0046816,Drama
0046816,Romance
0046816,War
0046876,Adventure
0046876,Horror
0046876,Sci-Fi
0046889,Drama
0046889,History
0046889,War
0046911,Horror
0046911,Mystery
0046911,Thriller
0046912,Crime
0046912,Mystery
0046912,Thriller
0046969,Crime
0046969,Drama
0046969,Mystery
0046969,Thriller
0047034,Drama
0047034,Horror
0047034,Sci-Fi
0047034,Thriller
0047136,Western
0047203,Drama
0047203,Romance
0047296,Crime
0047296,Drama
0047396,Mystery
0047396,Thriller
0047437,Comedy
0047437,Drama
0047437,Romance
0047445,Drama
0047478,Action
0047478,Adventure
0047478,Drama
0047522,Drama
0047522,Musical
0047522,Romance
0047528,Drama
0047542,Crime
0047542,Drama
0047542,Film-Noir
0047542,Romance
0047542,Thriller
0047573,Horror
0047573,Sci-Fi
0047577,Horror
0047577,Sci-Fi
0047669,Adventure
0047677,Drama
0047811,Drama
0047811,Romance
0047892,Crime
0048021,Crime
0048021,Drama
0048021,Thriller
0048028,Drama
0048028,Romance
0048037,Comedy
0048037,Crime
0048037,Drama
0048078,Action
0048078,Romance
0048078,Western
0048140,Comedy
0048140,Musical
0048140,Romance
0048182,Crime
0048182,Drama
0048233,Western
0048254,Crime
0048254,Drama
0048254,Film-Noir
0048254,Thriller
0048261,Film-Noir
0048261,Mystery
0048261,Thriller
0048280,Animation
0048280,Adventure
0048280,Comedy
0048280,Romance
0048363,Documentary
0048363,Short
0048380,Comedy
0048380,Drama
0048380,War
0048393,Thriller
0048393,Crime
0048393,Mystery
0048393,Drama
0048394,Drama
0048424,Drama
0048424,Film-Noir
0048424,Thriller
0048434,Documentary
0048434,Short
0048434,History
0048434,War
0048445,Musical
0048445,Romance
0048445,Western
0048452,Drama
0048473,Drama
0048543,Crime
0048543,Drama
0048543,Thriller
0048545,Drama
0048545,Romance
0048605,Comedy
0048605,Romance
0048623,Drama
0048651,History
0048651,Thriller
0048696,Horror
0048696,Sci-Fi
0048728,Crime
0048728,Mystery
0048728,Romance
0048728,Thriller
0048750,Comedy
0048750,Mystery
0048947,Drama
0048947,History
0048956,Drama
0048977,Drama
0048977,Horror
0048977,Mystery
0048977,Thriller
0048980,Family
0048980,Fantasy
0048980,Short
0048983,Action
0048983,Western
0049038,Comedy
0049038,Drama
0049038,Romance
0049055,Drama
0049055,Musical
0049170,Biography
0049170,Drama
0049170,Music
0049170,Romance
0049207,Drama
0049223,Action
0049223,Adventure
0049223,Sci-Fi
0049261,Drama
0049261,Romance
0049261,Western
0049301,Adventure
0049301,Action
0049301,Drama
0049301,Romance
0049301,War
0049314,Comedy
0049314,Musical
0049314,Romance
0049406,Crime
0049406,Film-Noir
0049406,Thriller
0049470,Thriller
0049516,Fantasy
0049516,Horror
0049516,Sci-Fi
0049615,Horror
0049615,Sci-Fi
0049656,Drama
0049730,Western
0049778,Biography
0049778,Drama
0049778,Sport
0049833,Adventure
0049833,Drama
0049833,History
0049866,Comedy
0049866,Musical
0049866,Romance
0049902,Drama
0049902,Thriller
0049902,War
0049922,Crime
0049922,Thriller
0050083,Drama
0050086,Drama
0050086,Thriller
0050086,Western
0050105,Drama
0050105,Romance
0050111,Family
0050111,Animation
0050111,Short
0050111,Comedy
0050208,Adventure
0050208,Drama
0050208,Romance
0050212,Adventure
0050212,Drama
0050212,History
0050212,War
0050237,Drama
0050252,Action
0050252,War
0050252,Drama
0050356,Action
0050356,Adventure
0050356,Drama
0050356,Thriller
0050356,War
0050371,Drama
0050397,Adventure
0050397,Drama
0050398,Comedy
0050419,Romance
0050419,Comedy
0050419,Musical
0050468,Western
0050556,Drama
0050556,Music
0050556,Musical
0050598,Comedy
0050598,Drama
0050613,Drama
0050634,Drama
0050634,Romance
0050634,War
0050659,Drama
0050659,Musical
0050706,Comedy
0050825,Drama
0050825,War
0050839,Drama
0050839,Romance
0050870,Drama
0050870,Musical
0050870,Romance
0050963,Western
0050976,Drama
0050976,Fantasy
0050986,Drama
0051016,Drama
0051016,Fantasy
0051016,Sci-Fi
0051036,Drama
0051036,Film-Noir
0051201,Drama
0051201,Mystery
0051207,Crime
0051207,Drama
0051337,Family
0051337,Fantasy
0051337,Action
0051337,Adventure
0051362,Drama
0051365,Drama
0051378,Crime
0051378,Drama
0051378,Thriller
0051383,Comedy
0051383,Drama
0051411,Drama
0051411,Romance
0051411,Western
0051423,Comedy
0051453,Comedy
0051453,War
0051454,Biography
0051454,Drama
0051454,War
0051459,Drama
0051525,Crime
0051525,Drama
0051525,Thriller
0051534,Drama
0051534,Romance
0051622,Horror
0051622,Sci-Fi
0051658,Comedy
0051658,Musical
0051658,Romance
0051682,Horror
0051682,Mystery
0051682,Thriller
0051682,Western
0051701,Family
0051701,Animation
0051701,Short
0051701,Comedy
0051701,Sci-Fi
0051744,Drama
0051744,Horror
0051744,Thriller
0051758,Biography
0051758,Crime
0051758,Drama
0051758,Film-Noir
0051759,Drama
0051759,History
0051759,War
0051773,Comedy
0051773,Romance
0051792,Drama
0051792,Music
0051845,Drama
0051848,Western
0051980,Drama
0051994,Action
0051994,Drama
0051994,History
0052077,Horror
0052077,Sci-Fi
0052286,Sci-Fi
0052293,Crime
0052293,Drama
0052293,Thriller
0052311,Crime
0052311,Film-Noir
0052311,Thriller
0052330,Short
0052357,Mystery
0052357,Romance
0052357,Thriller
0052365,Action
0052365,Adventure
0052365,Drama
0052365,History
0052365,Romance
0052365,War
0052556,Drama
0052561,Crime
0052561,Drama
0052561,Mystery
0052572,Drama
0052602,Horror
0052602,Thriller
0052602,Mystery
0052618,Action
0052618,Adventure
0052618,Drama
0052618,History
0052618,Romance
0052637,Crime
0052637,Drama
0052655,Comedy
0052655,Horror
0052700,Biography
0052700,Crime
0052700,Drama
0052700,History
0052700,Thriller
0052709,Crime
0052709,Thriller
0052738,Biography
0052738,Drama
0052738,History
0052738,War
0052832,Drama
0052832,Romance
0052847,Comedy
0052893,Drama
0052893,Romance
0052893,War
0052905,Mystery
0052918,Drama
0052918,Romance
0052948,Adventure
0052948,Family
0052948,Fantasy
0052948,Romance
0052948,Sci-Fi
0053084,Comedy
0053084,War
0053106,Drama
0053106,Romance
0053114,Drama
0053114,History
0053114,War
0053115,Drama
0053115,History
0053115,War
0053125,Action
0053125,Adventure
0053125,Crime
0053125,Thriller
0053126,Adventure
0053126,Drama
0053137,Drama
0053137,Sci-Fi
0053143,Comedy
0053143,Romance
0053143,War
0053168,Crime
0053168,Drama
0053172,Comedy
0053172,Romance
0053183,War
0053183,Drama
0053183,Action
0053198,Crime
0053198,Drama
0053221,Drama
0053221,Western
0053258,Short
0053258,Drama
0053258,Thriller
0053270,Drama
0053285,Animation
0053285,Family
0053285,Fantasy
0053285,Musical
0053285,Romance
0053291,Comedy
0053318,Drama
0053318,Mystery
0053318,Thriller
0053459,Horror
0053472,Crime
0053472,Drama
0053604,Comedy
0053604,Drama
0053604,Romance
0053619,Drama
0053619,Mystery
